"Codename","Pinned 80","Pinned 81","Pinned 83","Pinned 84","Pinned 85","Stable","Beta","Dev","Canary","Recovery","Brand names"
"swanky","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.104.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.1_swanky_recovery_stable-channel_mp-v3.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_swanky_recovery_stable-channel_mp-v3.bin.zip"">85</a>","Toshiba Chromebook 2"
"terra","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13502.0.0\n87.0.4277.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_terra_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_terra_recovery_stable-channel_mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_terra_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_terra_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.1_terra_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_terra_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_terra_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_terra_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_terra_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_terra_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_terra_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_terra_recovery_stable-channel_mp-v2.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_terra_recovery_stable-channel_mp-v2.bin.zip"">85</a>","ASUS Chromebook C202SA, ASUS Chromebook C300SA / C301SA"
"tidus","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13502.0.0\n87.0.4277.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_tidus_recovery_stable-channel_mp-v2.bin.zip"">85</a>","Lenovo ThinkCentre Chromebox"
"tiger","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13503.0.0\n87.0.4278.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip"">85</a>","AOpen Chromebase Mini"
"ultima","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.39.0\n86.0.4240.49","13482.0.0\n87.0.4265.0","13502.0.0\n87.0.4277.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.1_ultima_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_ultima_recovery_stable-channel_mp-v2.bin.zip"">85</a>","Lenovo ThinkPad 11e 3rd Gen Chromebook"
"winky","12739.105.0\n80.0.3987.158","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13501.0.0\n87.0.4277.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_winky_recovery_stable-channel_mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.104.0_winky_recovery_stable-channel_mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_winky_recovery_stable-channel_mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_winky_recovery_stable-channel_mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_winky_recovery_stable-channel_mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_winky_recovery_stable-channel_mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_winky_recovery_stable-channel_mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_winky_recovery_stable-channel_mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_winky_recovery_stable-channel_mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_winky_recovery_stable-channel_mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_winky_recovery_stable-channel_mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_winky_recovery_stable-channel_mp-v2.bin.zip"">85</a>","Samsung Chromebook 2 11&quot; - XE500C12"
"wizpig","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13421.47.0\n86.0.4240.68","13482.0.0\n87.0.4265.0","13502.0.0\n87.0.4277.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">84</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_wizpig_recovery_stable-channel_mp-v10.bin.zip"">85</a>","Multilaser Chromebook M11C, Viglen Chromebook 360, PCMerge Chromebook PCM-116T-432B, Edugear CMT Chromebook, CTL J5 Chromebook, Prowise Chromebook Proline, Haier Chromebook 11 C"
"yuna","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.82.0\n83.0.4103.112","13099.110.0\n84.0.4147.136","13310.91.0\n85.0.4183.131","13310.91.0\n85.0.4183.131","13421.39.0\n86.0.4240.49","13482.0.0\n87.0.4265.0","13502.0.0\n87.0.4277.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.82.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_auron-yuna_recovery_stable-channel_yuna-mp-v2.bin.zip"">84</a>","Acer Chromebook 15 (CB5-571, C910)"
"AUE Devices - No recent updates for big, blaze, butterfly, clapper, daisy, falco-li, glimmer, leon, link, lumpy, mario, mccloud, panther, parrot, peppy, pi, pit, quawks, skate, spring, squawks, stout, stumpy, tricky, wolf, x86-alex-he, zako, zgb",,,,,,,,,,,
"jaq","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","no update","13099.110.0\n84.0.4147.136","13099.72.0\n84.0.4147.94","13099.14.0\n84.0.4147.21","13098.0.0\n84.0.4142.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_veyron-jaq_recovery_stable-channel_jaq-mp-v5.bin.zip"">83</a>","Medion Chromebook Akoya S2013, True IDC Chromebook 11, Lava Xolo Chromebook, Haier Chromebook 11"
"jerry","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","no update","13099.110.0\n84.0.4147.136","13099.72.0\n84.0.4147.94","13099.14.0\n84.0.4147.21","13098.0.0\n84.0.4142.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.1_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_veyron-jerry_recovery_stable-channel_jerry-mp-v12.bin.zip"">84</a>","VideoNet Chromebook BL10, Mecer Chromebook, Positivo Chromebook CH1190, Epik 11.6&quot; Chromebook  ELB1101, NComputing Chromebook CX100, EduGear Chromebook K, CTL J2 / J4 Chromebook, HiSense Chromebook 11, Poin2 Chromebook 11"
"kitty","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.82.0\n83.0.4103.112","13099.110.0\n84.0.4147.136","13310.93.0\n85.0.4183.133","13310.93.0\n85.0.4183.133","13310.59.0\n85.0.4183.84","13310.24.0\n85.0.4183.34","13309.0.0\n85.0.4181.3","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.154.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.82.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.82.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.59.0_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip"">85</a>","Acer Chromebase"
"mighty","12739.111.0\n80.0.3987.162","12871.102.0\n81.0.4044.141","13020.87.0\n83.0.4103.119","13099.110.0\n84.0.4147.136","no update","13099.110.0\n84.0.4147.136","13099.72.0\n84.0.4147.94","13099.14.0\n84.0.4147.21","13098.0.0\n84.0.4142.0","<a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11316.165.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">72</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11647.104.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">73</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_11895.118.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">74</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12105.100.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">75</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">76</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">77</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12499.66.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">78</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12607.81.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">79</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12739.94.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">80</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12871.102.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">81</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13020.87.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">83</a> <a href=""https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.0_veyron-mighty_recovery_stable-channel_mighty-mp-v11.bin.zip"">84</a>","Prowise Chromebook Entryline, MEDION Chromebook S2015, PCMerge Chromebook PCM-116E/PCM-116EB, Lumos Education Chromebook, Viglen Chromebook 11, Sector 5 E1 Rugged Chromebook, EduGear Chromebook M, Nexian Chromebook 11.6&quot;, Haier Chromebook 11e"
